species_name,latitude_centroid_from_roll_et_al_2017,insular_endemic,maximum_svl,female_svl,activity_time,smallest_clutch,largest_clutch
Anguis_fragilis,50.08,no,291,176.5,Diurnal,2,28
Anguis_graeca,40.29,no,222,162,Diurnal,10,13
Anguis_veronensis,44.17,no,233,157.2,Cathemeral,NA,NA
Anisolepis_grilli,-24.56,no,97,82.8,NA,4,13
Anisolepis_longicauda,-26.24,no,98,NA,NA,NA,NA
Anisolepis_undulatus,-33.03,no,88,75.5,Diurnal,4,7
Anniella_alexanderae,35.24,no,158,NA,NA,1,2
Anniella_campi,35.73,no,152,NA,NA,NA,NA
Anniella_geronimensis,30.56,no,165,115.3,Diurnal,1,1
Anniella_grinnelli,35.53,no,148,NA,NA,NA,NA
Anniella_pulchra,34.71,no,180,143.8,Cathemeral,1,4
Anniella_stebbinsi,32.22,no,132,132,NA,NA,NA
Anolis_acutus,17.74,yes,67,43.1,Diurnal,1,1
Anolis_aeneus,6.51,yes,80,46.5,Diurnal,1,1
Anolis_aequatorialis,1.93,no,120,81.8,Diurnal,1,1
Anolis_agassizi,3.98,yes,114,77.1,Diurnal,1,1
Anolis_agueroi,19.94,yes,158.1,NA,Diurnal,NA,NA
Anolis_ahli,21.96,yes,61.7,45.1,Diurnal,NA,NA
Anolis_alayoni,20.33,yes,46.8,37.8,Diurnal,NA,NA
Anolis_alfaroi,20.41,yes,36,30.5,Diurnal,NA,NA
Anolis_aliniger,18.88,yes,60,NA,Diurnal,1,1
Anolis_allisoni,21.44,no,100,56.6,Diurnal,1,1
Anolis_allogus,21.31,yes,62.8,42.2,Diurnal,1,2
Anolis_alocomyos,9.6,no,54.1,NA,Diurnal,NA,NA
Anolis_altae,9.79,no,52,45.6,Diurnal,NA,NA
Anolis_altavelensis,17.48,yes,47,NA,Diurnal,NA,NA
Anolis_altitudinalis,19.98,yes,52,48.2,Diurnal,1,1
Anolis_alumina,18.06,yes,40,NA,Diurnal,1,1
Anolis_alutaceus,21.65,yes,48,33.6,Diurnal,1,1
Anolis_alvarezdeltoroi,16.91,no,74,60.4,Diurnal,NA,NA
Anolis_amplisquamosus,15.43,no,49.4,41.9,Diurnal,NA,NA
Anolis_anatoloros,8.97,no,68,NA,Diurnal,NA,NA
Anolis_anchicayae,3.56,no,63,NA,Diurnal,NA,NA
Anolis_anfiloquioi,20.43,yes,40.5,35.1,Diurnal,NA,NA
Anolis_angusticeps,21.83,yes,53,38,Diurnal,1,1
Anolis_anisolepis,16.62,no,56,NA,Diurnal,1,1
Anolis_annectens,10.56,no,77.6,NA,Diurnal,NA,NA
Anolis_anoriensis,6.32,no,88.8,78.4,NA,NA,NA
Anolis_antioquiae,4.98,no,77,75.5,NA,NA,NA
Anolis_antonii,4.64,no,55,45.6,Diurnal,NA,NA
Anolis_apletolepis,18.37,yes,58.5,NA,Diurnal,NA,NA
Anolis_apletophallus,8.73,no,47,NA,Diurnal,NA,NA
Anolis_apollinaris,6.36,no,112,NA,NA,NA,NA
Anolis_aquaticus,8.9,no,77.2,59.1,Diurnal,1,2
Anolis_argenteolus,20.46,yes,65,46.6,Diurnal,1,2
Anolis_argillaceus,20.52,yes,48,35.2,Diurnal,NA,NA
Anolis_armouri,18.3,yes,74,44.4,Diurnal,1,1
Anolis_auratus,3.89,no,57,47.7,Diurnal,1,2
Anolis_aurifer,18.42,yes,54,NA,Diurnal,1,1
Anolis_bahorucoensis,18.16,yes,51,37.3,Diurnal,1,2
Anolis_baleatus,18.89,yes,180,139.5,Diurnal,1,1
Anolis_baracoae,20.21,yes,172,116.2,Diurnal,1,2
Anolis_barahonae,18.05,yes,172,143.5,Diurnal,1,2
Anolis_barbatus,22.44,yes,170,122.7,Diurnal,1,1
Anolis_barbouri,18.44,yes,55,45.5,Diurnal,1,2
Anolis_barkeri,17.53,no,101,68.5,Diurnal,1,2
Anolis_bartschi,22.44,yes,80,59.1,Diurnal,1,2
Anolis_beckeri,16.49,no,68,50.3,Diurnal,1,1
Anolis_bellipeniculus,5.72,no,70.2,59,Diurnal,NA,NA
Anolis_benedikti,8.82,no,48.6,42.5,Diurnal,NA,NA
Anolis_bicaorum,16.1,yes,86,61.4,Diurnal,1,1
Anolis_bimaculatus,17.29,yes,125,61,Diurnal,1,2
Anolis_binotatus,4.69,no,46,NA,NA,NA,NA
Anolis_biporcatus,11.62,no,115,88.4,Diurnal,1,2
Anolis_birama,20.65,yes,65,41.5,Diurnal,NA,NA
Anolis_bitectus,-1.48,no,56.5,52.2,Diurnal,1,1
Anolis_blanquillanus,11.85,yes,85,62.5,Diurnal,1,1
Anolis_boettgeri,-11.5,no,68.5,60.5,NA,NA,NA
Anolis_bombiceps,-2.86,no,74,63,Diurnal,1,2
Anolis_bonairensis,12.2,yes,75,54.6,Diurnal,1,1
Anolis_boulengerianus,16.66,no,63,50.4,Diurnal,1,1
Anolis_brasiliensis,-11.33,no,75,63.1,Diurnal,1,1
Anolis_bremeri,22.2,yes,72,45,Diurnal,1,1
Anolis_breslini,19.8,yes,60,NA,Diurnal,NA,NA
Anolis_brevirostris,18.41,yes,53.1,42,Diurnal,1,1
Anolis_brooksi,8.55,no,176,134,Diurnal,NA,NA
Anolis_brunneus,22.65,yes,76,NA,NA,NA,NA
Anolis_calimae,4.49,no,59,56.5,NA,1,1
Anolis_campbelli,16,no,51.3,51.3,Diurnal,NA,NA
Anolis_capito,13.51,no,100,85,Diurnal,1,1
Anolis_caquetae,0.76,no,58,NA,Diurnal,NA,NA
Anolis_carlliebi,17.45,no,46,45.5,Diurnal,1,1
Anolis_carlostoddi,5.2,no,55,55,Diurnal,NA,NA
Anolis_carolinensis,32.08,no,75,49.3,Diurnal,1,2
Anolis_carpenteri,10.44,no,46,39.9,Diurnal,1,1
Anolis_casildae,8.61,no,114,NA,Diurnal,NA,NA
Anolis_caudalis,18.78,yes,51,NA,Diurnal,NA,NA
Anolis_centralis,20.7,yes,48.1,34.5,Diurnal,1,1
Anolis_chamaeleonides,22.29,yes,177,151,Diurnal,1,1
Anolis_charlesmyersi,9.66,no,78,56.1,NA,NA,NA
Anolis_chloris,3.16,no,60,58,Diurnal,NA,NA
Anolis_chlorocyanus,18.98,yes,80,53.1,Diurnal,1,1
Anolis_chlorodius,18.22,yes,82,NA,Diurnal,NA,NA
Anolis_christophei,19.06,yes,49,43.4,Diurnal,1,1
Anolis_chrysolepis,-4.08,no,74,56,Diurnal,1,2
Anolis_chrysops,16.18,yes,73,47,Diurnal,2,2
Anolis_clivicola,20.06,yes,49.4,39.6,Diurnal,1,1
Anolis_cobanensis,15.32,no,59,47.9,NA,NA,NA
Anolis_coelestinus,18.3,yes,84,55.8,Diurnal,1,1
Anolis_compressicauda,17,no,55,NA,Diurnal,NA,NA
Anolis_concolor,12.91,yes,80,50.3,Diurnal,1,1
Anolis_confusus,19.91,yes,53,39.6,Diurnal,NA,NA
Anolis_conspersus,19.51,yes,76,41.6,Diurnal,1,1
Anolis_cooki,17.98,yes,70,45,Diurnal,1,1
Anolis_crassulus,15.1,no,59,46.4,Diurnal,1,1
Anolis_cristatellus,18.23,yes,78,50.9,Diurnal,1,1
Anolis_cristifer,14.64,no,88,NA,NA,NA,NA
Anolis_cryptolimifrons,9.35,no,45,NA,Diurnal,NA,NA
Anolis_cupeyalensis,20.4,yes,33.5,28.5,Diurnal,NA,NA
Anolis_cupreus,13.17,no,57,44.1,Diurnal,1,1
Anolis_cuprinus,16.25,no,69,48.1,Diurnal,1,1
Anolis_cuscoensis,-13.17,no,63,NA,NA,NA,NA
Anolis_cusuco,15.5,no,46,NA,Diurnal,NA,NA
Anolis_cuvieri,18.26,yes,180,119.5,Diurnal,1,1
Anolis_cyanopleurus,20.31,yes,43,32.1,Diurnal,NA,NA
Anolis_cyanostictus,18.48,yes,70,NA,Diurnal,NA,NA
Anolis_cybotes,18.9,yes,81.1,48.5,Diurnal,1,2
Anolis_cymbops,18.79,no,46.5,41.5,NA,1,2
Anolis_damulus,17.69,no,52,47.5,NA,1,1
Anolis_danieli,6.58,no,125,NA,NA,NA,NA
Anolis_darlingtoni,18.48,yes,74,NA,Diurnal,NA,NA
Anolis_datzorum,8.8,no,49,46.8,NA,NA,NA
Anolis_delafuentei,21.85,yes,61,NA,Diurnal,NA,NA
Anolis_deltae,8.97,no,58,NA,Diurnal,NA,NA
Anolis_demissus,18.62,yes,76,NA,NA,NA,NA
Anolis_desechensis,18.39,yes,57,NA,Diurnal,NA,NA
Anolis_desiradei,16.32,yes,80,48.5,Diurnal,2,2
Anolis_dissimilis,-11.43,no,56,NA,NA,NA,NA
Anolis_distichus,23.35,yes,53,43.4,Diurnal,1,1
Anolis_divius,18.19,yes,68,NA,Diurnal,NA,NA
Anolis_dolichocephalus,18.43,yes,52,51.5,Diurnal,NA,NA
Anolis_dollfusianus,15.17,no,44,36.7,Diurnal,1,1
Anolis_dominicensis,19.16,yes,58,NA,Diurnal,1,1
Anolis_duellmani,18.39,no,40.6,36.8,Diurnal,1,2
Anolis_dunni,18.38,no,58.5,43.4,Diurnal,1,1
Anolis_eladioi,18.21,yes,63,NA,Diurnal,NA,NA
Anolis_elcopeensis,8.71,no,45,NA,Diurnal,NA,NA
Anolis_equestris,21.81,yes,190,142,Diurnal,1,1
Anolis_ernestwilliamsi,18.35,yes,82,56,Diurnal,1,1
Anolis_etheridgei,18.96,yes,43,NA,Diurnal,1,1
Anolis_eugenegrahami,19.6,yes,72,NA,Diurnal,1,1
Anolis_eulaemus,4.26,no,100,NA,NA,NA,NA
Anolis_euskalerriari,10.28,no,53,NA,Diurnal,NA,NA
Anolis_evermanni,18.22,yes,78,47.5,Diurnal,1,1
Anolis_extremus,10.03,no,85,51,Diurnal,1,2
Anolis_fairchildi,23.61,yes,76,NA,NA,NA,NA
Anolis_fasciatus,-0.83,no,72,NA,Diurnal,NA,NA
Anolis_favillarum,18.07,yes,54,NA,Diurnal,1,1
Anolis_ferreus,15.93,yes,143,61.5,Diurnal,2,2
Anolis_festae,-0.97,no,61,NA,Diurnal,NA,NA
Anolis_fitchi,-0.53,no,96,75.6,Diurnal,NA,NA
Anolis_forresti,17.62,yes,52,NA,Diurnal,NA,NA
Anolis_fortunensis,8.72,no,49,NA,NA,NA,NA
Anolis_fowleri,18.82,yes,77,NA,Diurnal,NA,NA
Anolis_fraseri,2.39,no,128,NA,Diurnal,NA,NA
Anolis_frenatus,7.56,no,151,108.9,Diurnal,1,1
Anolis_fugitivus,20.48,yes,36.2,31.3,Diurnal,NA,NA
Anolis_fungosus,9.19,no,47,NA,Diurnal,NA,NA
Anolis_fuscoauratus,-3.58,no,53.1,45.2,Diurnal,1,2
Anolis_gadovii,17.01,no,80,62.6,Diurnal,1,2
Anolis_gaigei,9.27,no,52.5,44.7,Diurnal,1,1
Anolis_garmani,18.17,yes,138,81.1,Diurnal,1,2
Anolis_garridoi,21.94,yes,41.8,36.5,Diurnal,NA,NA
Anolis_gemmosus,0,no,66.2,57.7,Diurnal,1,2
Anolis_gibbiceps,9.01,no,49,NA,NA,NA,NA
Anolis_ginaelisae,8.69,no,112,NA,Diurnal,NA,NA
Anolis_gingivinus,17.84,yes,72,48,Diurnal,1,1
Anolis_gonavensis,18.84,yes,42.5,38.5,Diurnal,NA,NA
Anolis_gorgonae,2.97,yes,67,NA,Diurnal,NA,NA
Anolis_gracilipes,2.1,no,55,54,Diurnal,NA,NA
Anolis_grahami,18.16,yes,75,44.5,Diurnal,1,2
Anolis_granuliceps,4.86,no,49,41,Diurnal,NA,NA
Anolis_griseus,13.25,yes,136,72.5,Diurnal,NA,NA
Anolis_gruuo,8.52,no,52,46.5,Diurnal,NA,NA
Anolis_guafe,19.93,yes,48.8,38,Diurnal,NA,NA
Anolis_guamuhaya,21.95,yes,162,162,Diurnal,NA,NA
Anolis_guazuma,20.13,yes,48.5,40.6,Diurnal,NA,NA
Anolis_gundlachi,18.22,yes,76,44.2,Diurnal,1,1
Anolis_haetianus,18.49,yes,75,NA,NA,NA,NA
Anolis_haguei,15.24,no,53,NA,Diurnal,NA,NA
Anolis_hendersoni,18.33,yes,49.3,40.2,Diurnal,NA,NA
Anolis_heterodermus,4.42,no,86,62.7,Diurnal,1,1
Anolis_heteropholidotus,14.42,no,59,NA,Diurnal,NA,NA
Anolis_hobartsmithi,17.18,no,54.3,49.2,Diurnal,NA,NA
Anolis_homolechis,21.59,yes,70,38.8,Diurnal,1,1
Anolis_huilae,4.93,no,82,NA,NA,NA,NA
Anolis_humilis,8.88,no,50,37.5,Diurnal,1,2
Anolis_hyacinthogularis,-3.97,no,56.9,NA,Diurnal,NA,NA
Anolis_ibague,4.84,no,NA,NA,Diurnal,NA,NA
Anolis_ibanezi,8.72,no,80.7,75.9,NA,NA,NA
Anolis_ignigularis,18.78,yes,55,NA,Diurnal,1,1
Anolis_imias,20.08,yes,67.4,46.3,Diurnal,NA,NA
Anolis_immaculogularis,16.14,no,49.5,NA,Diurnal,NA,NA
Anolis_impetigosus,9.99,no,49,NA,NA,NA,NA
Anolis_incredulus,20.03,yes,34,34,NA,1,1
Anolis_inderenae,5.84,no,118.3,109.2,NA,2,2
Anolis_inexpectatus,20.41,yes,37,30.6,Diurnal,NA,NA
Anolis_insignis,8.69,no,160,133.2,Diurnal,NA,NA
Anolis_insolitus,18.93,yes,47,NA,Diurnal,1,1
Anolis_isolepis,20.4,yes,42,35,Diurnal,1,1
Anolis_jacare,8.81,no,74.5,55.5,Diurnal,1,1
Anolis_johnmeyeri,15.43,no,73,59.1,Diurnal,1,1
Anolis_juangundlachi,22.92,yes,36,29.6,Diurnal,NA,NA
Anolis_jubar,20.83,yes,62,43.3,Diurnal,1,1
Anolis_kahouannensis,16.37,yes,76,47.5,Diurnal,2,2
Anolis_kathydayae,8.78,no,148,136.1,Diurnal,NA,NA
Anolis_kemptoni,8.85,no,60,48.3,Diurnal,1,1
Anolis_koopmani,18.31,yes,42,33,Diurnal,NA,NA
Anolis_kreutzi,15.39,no,51,NA,Diurnal,NA,NA
Anolis_krugi,18.21,yes,55,37.1,Diurnal,1,1
Anolis_kunayalae,8.84,no,109.3,68.7,NA,NA,NA
Anolis_laevis,-5.68,no,60,NA,NA,NA,NA
Anolis_laeviventris,15.88,no,66,56.3,Diurnal,1,1
Anolis_lamari,3.95,no,42.8,NA,Diurnal,NA,NA
Anolis_landestoyi,18.33,yes,135,129.7,Diurnal,NA,NA
Anolis_latifrons,6.3,no,131,NA,Diurnal,NA,NA
Anolis_leachii,17.14,yes,123,76,Diurnal,2,2
Anolis_leditzigorum,10.23,no,52.5,NA,Diurnal,NA,NA
Anolis_lemniscatus,-1.69,no,52,45,NA,NA,NA
Anolis_lemurinus,15.25,no,79,59.3,Diurnal,1,2
Anolis_leucodera,19.77,yes,77,NA,Diurnal,NA,NA
Anolis_limifrons,11.45,no,51,41.8,Diurnal,1,2
Anolis_limon,6.32,no,81.8,76.5,Diurnal,NA,NA
Anolis_lineatopus,18.15,yes,73,46.2,Diurnal,1,1
Anolis_lineatus,12.28,yes,80,NA,Diurnal,NA,NA
Anolis_liogaster,17.58,no,66,42.4,Diurnal,2,2
Anolis_lionotus,8.48,no,78,62.5,Diurnal,1,1
Anolis_litoralis,20.46,yes,48.1,35,Diurnal,1,1
Anolis_lividus,16.74,yes,72,47.5,Diurnal,1,1
Anolis_longiceps,18.41,yes,83,NA,Diurnal,1,1
Anolis_longitibialis,17.92,yes,72,NA,Diurnal,1,2
Anolis_lososi,-4.06,no,61.4,NA,Diurnal,NA,NA
Anolis_loveridgei,15.41,no,118,NA,Diurnal,1,1
Anolis_loysiana,21.22,yes,52,36.6,Diurnal,2,2
Anolis_luciae,7.39,yes,91,55.5,Diurnal,1,1
Anolis_lucius,21.83,yes,70,52,Diurnal,1,1
Anolis_luteogularis,22.43,yes,191,132,Diurnal,1,1
Anolis_luteosignifer,19.73,yes,57,NA,NA,1,2
Anolis_lynchi,1.58,no,61.8,54.4,NA,NA,NA
Anolis_lyra,4.37,no,76.7,76.7,Diurnal,NA,NA
Anolis_macilentus,20.27,yes,41,33,Diurnal,NA,NA
Anolis_macrinii,15.96,no,96,91,Diurnal,1,1
Anolis_macrolepis,3.98,no,62,55,Diurnal,NA,NA
Anolis_macrophallus,13.83,no,54,40.8,Diurnal,NA,NA
Anolis_maculigula,6.31,no,107,75.9,NA,NA,NA
Anolis_maculiventris,5.72,no,50,47,Diurnal,NA,NA
Anolis_magnaphallus,8.8,no,58.9,52.6,Diurnal,NA,NA
Anolis_maia,8.76,no,78,NA,NA,NA,NA
Anolis_marcanoi,18.44,yes,65,NA,Diurnal,NA,NA
Anolis_mariarum,6.22,no,56,47.5,Diurnal,1,1
Anolis_marmoratus,16.23,yes,85,48.5,Diurnal,1,1
Anolis_marron,18.24,yes,76,NA,Diurnal,1,1
Anolis_marsupialis,9.24,no,48.4,NA,Diurnal,NA,NA
Anolis_matudai,15.85,no,55,50.5,Cathemeral,1,2
Anolis_maynardi,19.69,yes,76,51,Diurnal,NA,NA
Anolis_mccraniei,14.67,no,54.5,NA,Diurnal,NA,NA
Anolis_medemi,2.98,yes,52,NA,Diurnal,NA,NA
Anolis_megalopithecus,6.15,no,85.3,78.8,Diurnal,NA,NA
Anolis_megapholidotus,17.17,no,53,40.6,Diurnal,1,1
Anolis_menta,10.89,no,56,NA,Diurnal,1,2
Anolis_meridionalis,-14.42,no,58.8,47.9,Diurnal,1,3
Anolis_mestrei,22.6,yes,60,42.9,Diurnal,1,1
Anolis_microlepidotus,17.74,no,54,43.3,Diurnal,1,2
Anolis_microlepis,11.73,no,40,39,NA,1,1
Anolis_microtus,9.59,no,111,99.5,NA,NA,NA
Anolis_milleri,17.46,no,57,42.9,Diurnal,1,2
Anolis_mirus,4.93,no,105,88.1,NA,NA,NA
Anolis_monensis,18.09,yes,60,42.5,Diurnal,NA,NA
Anolis_monteverde,9.97,no,50.2,NA,Diurnal,NA,NA
Anolis_monticola,18.41,yes,56,NA,Diurnal,NA,NA
Anolis_morazani,14.97,no,59,47.6,Diurnal,NA,NA
Anolis_muralla,15.22,no,57,NA,Diurnal,NA,NA
Anolis_nasofrontalis,-20.01,no,55.1,45,Diurnal,NA,NA
Anolis_naufragus,20.24,no,60,51.6,Diurnal,2,2
Anolis_neblininus,0.87,no,64,56.3,NA,NA,NA
Anolis_nebuloides,16.93,no,55.5,42.3,Diurnal,1,1
Anolis_nebulosus,20.94,no,59.3,40.8,Diurnal,1,1
Anolis_nelsoni,17.42,yes,76,NA,Diurnal,1,2
Anolis_nicefori,9.28,no,63,NA,NA,NA,NA
Anolis_nietoi,17.02,no,50,NA,Diurnal,NA,NA
Anolis_nigrolineatus,-2.7,no,55,48,Diurnal,1,1
Anolis_noblei,20.23,yes,190,152.1,Diurnal,1,1
Anolis_notopholis,5.53,no,52,52,Diurnal,NA,NA
Anolis_nubilus,16.93,yes,81,51,Diurnal,NA,NA
Anolis_occultus,18.22,yes,42,38.1,Diurnal,NA,NA
Anolis_ocelloscapularis,15.4,no,49,NA,Diurnal,NA,NA
Anolis_oculatus,15.43,yes,98,52,Diurnal,1,2
Anolis_oligaspis,24.48,yes,44,44,NA,NA,NA
Anolis_olssoni,18.93,yes,53,40.9,Diurnal,1,2
Anolis_omiltemanus,17.62,no,48,41.6,Diurnal,2,2
Anolis_onca,11.43,no,85,NA,Diurnal,1,1
Anolis_opalinus,18.14,yes,56,42.3,Diurnal,1,2
Anolis_ophiolepis,22.62,yes,39.8,32.3,Diurnal,1,1
Anolis_oporinus,20.2,yes,46.7,46.7,Diurnal,NA,NA
Anolis_orcesi,-0.55,no,67,NA,NA,NA,NA
Anolis_ortonii,-4.01,no,60,44.7,Diurnal,1,2
Anolis_osa,8.58,no,57,46.4,Diurnal,NA,NA
Anolis_otongae,-0.51,no,67.1,63.3,Diurnal,1,2
Anolis_oxylophus,12.47,no,85,58.9,Diurnal,1,1
Anolis_pachypus,9.62,no,54,47.5,Diurnal,1,1
Anolis_paravertebralis,10.5,no,50,NA,Diurnal,NA,NA
Anolis_parilis,0.64,no,81,NA,NA,NA,NA
Anolis_parvauritus,0.64,no,94.5,88.3,Diurnal,NA,NA
Anolis_parvicirculatus,16.88,no,52.3,44.7,Diurnal,1,1
Anolis_paternus,22.11,yes,50,32.3,Diurnal,NA,NA
Anolis_pecuarius,18.08,yes,78,NA,Diurnal,NA,NA
Anolis_pentaprion,12.53,no,80,58.2,Diurnal,1,2
Anolis_peraccae,0.07,no,63,46.3,Diurnal,1,1
Anolis_peruensis,-5.73,no,56,51,NA,NA,NA
Anolis_petersii,15.45,no,140,99,Diurnal,1,1
Anolis_peucephilus,16.18,no,46,NA,NA,NA,NA
Anolis_peynadoi,19.05,yes,75.5,NA,Diurnal,NA,NA
Anolis_phyllorhinus,-4.79,no,87,72,Diurnal,NA,NA
Anolis_pigmaequestris,22.65,yes,140,115.4,Diurnal,1,1
Anolis_pijolense,15.11,no,60,56.9,Diurnal,NA,NA
Anolis_pinchoti,13.35,yes,57,40.8,NA,1,1
Anolis_placidus,18.69,yes,46,43.5,Diurnal,1,1
Anolis_planiceps,4.93,no,76,62.2,Diurnal,1,2
Anolis_podocarpus,-4.14,no,96,NA,Diurnal,1,1
Anolis_poecilopus,7.57,no,74,59.6,Diurnal,1,1
Anolis_poei,-1,no,60.3,53.4,NA,NA,NA
Anolis_pogus,18.11,yes,58,40.5,Diurnal,1,1
Anolis_polylepis,8.88,no,59.4,45.4,Diurnal,1,1
Anolis_poncensis,17.99,yes,48,36,Diurnal,NA,NA
Anolis_porcatus,21.57,yes,95.1,54.6,Diurnal,1,2
Anolis_porcus,20.42,yes,172,144.7,Diurnal,1,1
Anolis_prasinorius,18.22,yes,45,NA,Diurnal,NA,NA
Anolis_princeps,1.3,no,124,104,Diurnal,NA,NA
Anolis_proboscis,0.01,no,83.6,73.7,Diurnal,2,2
Anolis_properus,18.48,yes,54,NA,Diurnal,1,1
Anolis_propinquus,3.88,no,NA,NA,Diurnal,NA,NA
Anolis_pseudokemptoni,8.57,no,55,55,Diurnal,NA,NA
Anolis_pseudopachypus,8.59,no,48,45,Diurnal,NA,NA
Anolis_pseudotigrinus,-19.92,no,65.8,45,Diurnal,NA,NA
Anolis_pulchellus,18.23,yes,51.3,36.3,Diurnal,1,1
Anolis_pumilus,22.55,yes,39.2,33.6,Diurnal,NA,NA
Anolis_punctatus,-5.38,no,92,70.4,Diurnal,1,2
Anolis_purpurescens,5.73,no,125,NA,Diurnal,NA,NA
Anolis_purpurgularis,15.57,no,60,56.4,Diurnal,NA,NA
Anolis_purpuronectes,17.06,no,91.7,NA,Diurnal,NA,NA
Anolis_pygmaeus,17.02,no,35,NA,NA,NA,NA
Anolis_quadriocellifer,21.92,yes,55,41.6,Diurnal,NA,NA
Anolis_quaggulus,12.92,no,43.7,NA,Diurnal,1,1
Anolis_quercorum,17.34,no,46,35.3,Diurnal,NA,NA
Anolis_ravitergum,18.48,yes,56,NA,Diurnal,1,1
Anolis_reconditus,18.07,yes,100,NA,Diurnal,1,1
Anolis_rejectus,20.07,yes,37,32.6,Diurnal,1,1
Anolis_richardii,12.2,yes,140,71.3,Diurnal,1,1
Anolis_ricordii,19.04,yes,190,147,Diurnal,NA,NA
Anolis_rimarum,19.46,yes,45,NA,Diurnal,NA,NA
Anolis_rivalis,6.9,no,64,NA,NA,NA,NA
Anolis_roatanensis,16.37,yes,65,57,Diurnal,NA,NA
Anolis_rodriguezii,18.5,no,50,43.7,Diurnal,1,2
Anolis_roosevelti,18.25,yes,162,NA,Diurnal,NA,NA
Anolis_roquet,14.65,yes,86,52.3,Diurnal,1,2
Anolis_rubiginosus,17.56,no,55.6,48.3,NA,1,1
Anolis_rubribarbaris,14.92,no,52,46.4,Diurnal,1,1
Anolis_rubribarbus,20.44,yes,65.9,42.2,Diurnal,NA,NA
Anolis_ruibali,19.88,yes,36.5,NA,Diurnal,NA,NA
Anolis_ruizii,5.67,no,58,54.2,NA,NA,NA
Anolis_rupinae,18.45,yes,57,NA,Diurnal,NA,NA
Anolis_sabanus,17.64,yes,69,48.5,Diurnal,1,1
Anolis_sacamecatensis,16.85,no,44,NA,Diurnal,NA,NA
Anolis_sagrei,22.88,no,75,47.7,Diurnal,1,2
Anolis_salvini,8.83,no,66,52.3,NA,NA,NA
Anolis_santamartae,10.07,no,55,53,Diurnal,NA,NA
Anolis_savagei,8.96,no,141.1,NA,Diurnal,NA,NA
Anolis_scapularis,-16.5,no,43,NA,NA,NA,NA
Anolis_schiedii,19.37,no,60,49.1,NA,1,1
Anolis_schwartzi,17.28,yes,49,40,Diurnal,1,1
Anolis_scriptus,21.51,yes,76,NA,Diurnal,NA,NA
Anolis_scypheus,-0.69,no,86,73,Diurnal,1,2
Anolis_semilineatus,18.91,yes,47,36.1,Diurnal,1,1
Anolis_sericeus,17.21,no,53,41,Diurnal,1,1
Anolis_serranoi,14.33,no,85,64.5,Diurnal,NA,NA
Anolis_sheplani,18.11,yes,41,39,Diurnal,1,1
Anolis_shrevei,18.97,yes,60,NA,Diurnal,1,1
Anolis_sierramaestrae,19.95,yes,163,NA,Diurnal,NA,NA
Anolis_singularis,18.48,yes,52,NA,Diurnal,1,1
Anolis_smallwoodi,20.15,yes,190,135.3,Diurnal,1,1
Anolis_smaragdinus,24.53,yes,64.1,NA,Diurnal,1,2
Anolis_sminthus,14.36,no,59,51.4,Diurnal,1,1
Anolis_soinii,-5.09,no,82,NA,Diurnal,NA,NA
Anolis_solitarius,11.01,no,52,46.4,NA,NA,NA
Anolis_spectrum,22.65,yes,42.1,35.6,Diurnal,1,1
Anolis_spilorhipis,16.77,no,61,NA,Diurnal,NA,NA
Anolis_squamulatus,10.24,no,125,NA,Diurnal,NA,NA
Anolis_stevepoei,16.27,no,50.5,NA,Diurnal,NA,NA
Anolis_strahmi,18.15,yes,79,51.5,Diurnal,1,1
Anolis_stratulus,18.22,yes,61,39.4,Diurnal,NA,NA
Anolis_subocularis,16.66,no,63,38.9,Diurnal,1,2
Anolis_sulcifrons,7.8,no,64,NA,NA,NA,NA
Anolis_tandai,-7.07,no,74,65.2,Diurnal,1,1
Anolis_taylori,16.86,no,78,57,Diurnal,1,1
Anolis_tenorioensis,10.71,no,45,NA,NA,NA,NA
Anolis_terraealtae,15.86,yes,80,50.5,Diurnal,2,2
Anolis_terueli,21.26,yes,40,35.7,Diurnal,NA,NA
Anolis_tetarii,10.26,no,86,70,NA,1,1
Anolis_tigrinus,10.42,no,58,NA,Diurnal,NA,NA
Anolis_toldo,20.54,yes,61.2,NA,Diurnal,NA,NA
Anolis_tolimensis,4.79,no,60,51.9,Diurnal,1,2
Anolis_townsendi,5.53,yes,69,43.5,Diurnal,NA,NA
Anolis_trachyderma,-3.99,no,61,53.8,Diurnal,1,2
Anolis_transversalis,-4.84,no,98,77.1,Diurnal,1,1
Anolis_trinitatis,13.25,yes,74,45.5,Diurnal,1,2
Anolis_triumphalis,8.45,no,54.5,NA,Diurnal,NA,NA
Anolis_tropidogaster,6.98,no,63,48.5,Diurnal,1,1
Anolis_tropidolepis,10.01,no,59,50.8,Diurnal,1,1
Anolis_tropidonotus,17.01,no,65,42.7,Diurnal,1,1
Anolis_umbrivagus,10.73,no,46,42.3,Diurnal,NA,NA
Anolis_uniformis,16.55,no,41,36.7,Diurnal,1,1
Anolis_unilobatus,15.17,no,50.5,NA,Diurnal,NA,NA
Anolis_urraoi,6.42,no,46.8,45.6,Diurnal,NA,NA
Anolis_ustus,19.23,no,48.9,44.3,Diurnal,1,1
Anolis_utilensis,16.1,yes,59,51.7,Diurnal,1,1
Anolis_valencienni,18.16,yes,86,59.9,Diurnal,1,1
Anolis_vanidicus,21.97,yes,39,33.4,Diurnal,NA,NA
